id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,apartment condition,sub_area,price
58584,2013-03-20,74,74.0,3.0,,,,,,,94,4678818.2064000005
11982,2014-03-20,58,43.0,4.0,9.0,1.0,1971.0,3.0,6.0,3.0,36,7288560.0
55303,2014-08-09,54,32.0,7.0,17.0,1.0,1985.0,2.0,9.0,3.0,109,9839556.0
26053,2013-02-22,36,19.0,9.0,,,,,,,114,1214760.0
64405,2014-10-24,63,,5.0,17.0,1.0,,2.0,1.0,,103,6627630.13984
51204,2015-04-16,43,28.0,3.0,5.0,1.0,1965.0,2.0,5.0,3.0,145,6073800.0
37675,2015-01-19,59,,4.0,17.0,1.0,,2.0,1.0,1.0,134,5025462.12
99426,2014-01-15,61,,15.0,17.0,1.0,0.0,2.0,1.0,,94,4219366.82016
93901,2015-07-03,79,,3.0,17.0,1.0,,3.0,1.0,1.0,103,6862252.93544
79400,2012-01-29,38,19.0,17.0,,,,,,,114,4130184.0
13083,2013-07-06,34,19.0,2.0,,,,,,,143,1052792.0
34045,2013-04-29,62,,11.0,,,,,,,103,4275243.35064
51586,2014-07-15,44,,17.0,17.0,1.0,,1.0,0.0,,102,4503554.253280001
67735,2013-10-22,40,,14.0,17.0,6.0,,1.0,1.0,,102,3010904.1360000004
85438,2012-10-10,65,64.0,10.0,,,,,,,119,3837678.70024
46812,2014-02-13,46,44.0,7.0,25.0,1.0,2015.0,1.0,1.0,1.0,72,3838643.21968
62966,2013-04-17,38,18.0,1.0,,,,,,,33,1862632.0
64795,2014-08-08,34,33.0,6.0,9.0,2.0,1966.0,1.0,7.0,2.0,140,1619680.0
97793,2015-02-17,73,44.0,8.0,17.0,1.0,1988.0,3.0,10.0,3.0,58,11337760.0
82752,2015-02-24,407,407.0,4.0,4.0,4.0,2015.0,1.0,10.0,1.0,24,2538143.02936
89813,2014-03-11,52,52.0,16.0,20.0,1.0,,2.0,10.0,1.0,86,3594451.35464
90066,2012-03-24,65,39.0,7.0,,,,,,,82,8098400.0
15252,2014-05-14,74,45.0,16.0,17.0,1.0,1985.0,3.0,10.0,2.0,109,12066616.0
46821,2015-01-09,42,26.0,4.0,5.0,5.0,1963.0,2.0,5.0,2.0,14,6073800.0
15244,2014-04-30,29,28.0,4.0,17.0,1.0,2014.0,1.0,1.0,1.0,87,1620708.4968
45965,2012-09-08,57,,7.0,,,,,,,94,3770917.9201599997
50529,2012-04-30,51,30.0,12.0,,,,,,,16,2429520.0
31882,2012-04-02,55,31.0,23.0,,,,,,,131,1619680.0
93445,2014-10-29,29,29.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,87,1807538.5848
51440,2013-05-15,71,38.0,13.0,,,,,,,12,5884068.25528
23736,2012-08-10,51,29.0,4.0,,,,,,,106,7410036.0
26934,2014-06-24,64,40.0,3.0,14.0,1.0,1986.0,3.0,7.0,3.0,13,2429520.0
17976,2013-09-11,38,19.0,2.0,,,,,,,22,5952324.0
29917,2015-01-22,31,18.0,2.0,9.0,2.0,1969.0,1.0,5.0,2.0,27,809840.0
75260,2012-10-11,76,44.0,7.0,,,,,,,24,9961032.0
19352,2014-02-13,41,,4.0,25.0,1.0,,1.0,1.0,,94,3252591.97576
97714,2012-06-26,53,32.0,9.0,,,,,,,38,5506912.0
33034,2011-12-11,36,19.0,2.0,,,,,,,46,4454120.0
62599,2014-04-14,88,53.0,2.0,14.0,1.0,1995.0,4.0,12.0,2.0,48,8705780.0
92450,2013-10-13,74,,2.0,,,,,,,38,5937746.88
34658,2014-04-16,33,20.0,3.0,5.0,5.0,1966.0,1.0,5.0,3.0,111,4778056.0
27295,2012-08-24,31,21.0,8.0,,,,,,,116,809840.0
35337,2014-09-07,41,,4.0,17.0,1.0,,1.0,1.0,,102,3327583.9696
68602,2014-10-17,34,14.0,12.0,16.0,1.0,1995.0,1.0,10.0,3.0,115,5506912.0
92435,2013-11-19,30,15.0,1.0,12.0,1.0,1978.0,1.0,7.0,3.0,79,2429520.0
33606,2015-05-14,25,11.0,3.0,3.0,2.0,2014.0,1.0,6.0,3.0,84,1211769.26088
63208,2014-03-20,51,29.0,9.0,14.0,1.0,1988.0,2.0,8.0,3.0,60,4859040.0
88756,2013-03-26,26,9.0,7.0,,,,,,,15,3725264.0
85989,2014-03-29,53,,22.0,1.0,1.0,,2.0,1.0,1.0,85,9109792.16936
64503,2015-01-05,26,14.0,1.0,9.0,1.0,1976.0,1.0,6.0,2.0,82,3887232.0
58956,2013-05-12,58,34.0,2.0,,,,,,,144,7652988.0
50493,2014-07-10,56,32.0,3.0,22.0,5.0,1980.0,2.0,9.0,4.0,120,5506912.0
24360,2014-06-19,50,30.0,8.0,17.0,1.0,,2.0,1.0,1.0,65,6964624.0
66493,2013-08-26,52,53.0,12.0,1.0,1.0,1983.0,2.0,8.0,3.0,39,2429520.0
19191,2014-07-08,50,30.0,2.0,12.0,1.0,2000.0,2.0,8.0,,38,6033308.0
48435,2013-08-04,61,,16.0,,,,,,,143,4565677.07968
96576,2014-04-07,58,30.0,13.0,14.0,1.0,2011.0,2.0,10.0,1.0,103,2429520.0
56683,2014-12-13,38,19.0,6.0,10.0,1.0,1995.0,1.0,8.0,2.0,141,5061500.0
91001,2013-11-19,95,61.0,1.0,16.0,4.0,,4.0,10.0,3.0,133,12876456.0
48426,2012-11-16,82,80.0,15.0,,,,,,,126,10162797.96712
96813,2014-02-18,62,32.0,15.0,17.0,1.0,2004.0,2.0,12.0,2.0,73,5668880.0
46629,2013-02-07,40,40.0,3.0,,,,,,,103,2677007.1040000003
20092,2014-08-17,47,30.0,8.0,12.0,1.0,1978.0,2.0,6.0,2.0,39,6640688.0
43152,2014-10-05,47,18.0,6.0,0.0,1.0,2015.0,1.0,0.0,3.0,105,4049645.412
12334,2014-12-08,56,40.0,7.0,9.0,1.0,1963.0,3.0,6.0,2.0,31,9191684.0
37559,2013-10-18,53,30.0,8.0,12.0,1.0,1982.0,2.0,8.0,3.0,9,6114292.0
26252,2014-04-24,60,,25.0,25.0,4.0,,2.0,1.0,,94,4720754.15112
80173,2015-06-21,42,28.0,9.0,9.0,2.0,1970.0,2.0,5.0,2.0,2,6802656.0
29795,2014-05-25,40,,17.0,0.0,1.0,,1.0,0.0,,72,3563296.0
11577,2014-06-15,34,17.0,7.0,15.0,2.0,1977.0,1.0,6.0,2.0,46,5182976.0
24683,2012-10-22,38,20.0,14.0,,,,,,,13,4616088.0
71839,2013-05-15,69,,6.0,,,,,,,102,4693832.64
77850,2015-04-27,41,26.0,2.0,5.0,2.0,,2.0,5.0,2.0,14,5668880.0
42059,2012-11-29,61,61.0,17.0,,,,,,,85,6234634.223999999
92650,2014-05-07,82,,8.0,17.0,1.0,,3.0,1.0,1.0,86,5084556.1448
52393,2015-01-15,48,48.0,5.0,1.0,4.0,2015.0,1.0,1.0,3.0,85,8436506.580319999
60209,2012-09-25,96,,13.0,,,,,,,65,9691549.6416
13126,2014-07-05,65,,7.0,7.0,1.0,2014.0,2.0,1.0,,105,5504190.9376
31370,2014-07-07,31,16.0,4.0,4.0,2.0,1954.0,1.0,7.0,1.0,50,3806248.0
65210,2014-09-09,43,27.0,5.0,9.0,1.0,1976.0,2.0,5.0,2.0,144,5668880.0
28633,2013-11-01,33,,23.0,25.0,1.0,,1.0,1.0,,102,3088541.87712
12743,2015-05-19,79,44.0,13.0,17.0,1.0,2013.0,3.0,12.0,2.0,72,6443896.88
17921,2013-06-10,37,,17.0,,,,,,,72,3084834.4296
30896,2013-11-27,45,29.0,6.0,12.0,1.0,1966.0,2.0,5.0,2.0,27,4940024.0
97163,2013-07-03,32,16.0,4.0,,,,,,,19,971808.0
25588,2014-12-13,83,,5.0,1.0,1.0,,3.0,1.0,,102,6069669.816000001
85690,2014-01-02,63,33.0,9.0,17.0,1.0,2005.0,2.0,12.0,,124,7612496.0
15967,2012-08-16,55,36.0,2.0,,,,,,,34,6235768.0
75521,2015-03-25,38,38.0,14.0,17.0,6.0,2016.0,1.0,1.0,1.0,86,3408823.0692
44397,2014-03-11,70,46.0,8.0,9.0,2.0,1959.0,3.0,8.0,2.0,20,10446936.0
24096,2015-01-25,35,,1.0,1.0,1.0,,1.0,1.0,1.0,87,2477903.8908
99438,2014-10-02,37,,14.0,19.0,1.0,,1.0,1.0,,101,2572404.93024
16808,2013-12-20,29,18.0,5.0,5.0,2.0,1961.0,1.0,5.0,3.0,5,4373136.0
67116,2014-04-21,58,30.0,13.0,16.0,1.0,1998.0,2.0,12.0,3.0,62,5911832.0
30266,2013-08-14,37,,2.0,,,,,,,63,1941681.29224
24414,2013-07-14,89,80.0,17.0,,,,,,,118,9712961.8112
81114,2014-03-22,58,32.0,6.0,17.0,1.0,2012.0,2.0,10.0,2.0,140,8260368.0
18245,2014-05-04,72,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,48,6174544.096
43094,2014-08-05,35,14.0,11.0,17.0,1.0,1994.0,1.0,9.0,3.0,115,4680875.2
26343,2011-12-28,36,36.0,22.0,,,,,,,82,4446345.536
37696,2013-07-08,37,19.0,16.0,,,,,,,55,4859040.0
71418,2013-06-06,59,59.0,12.0,,,,,,,102,3688205.7216
31579,2014-01-03,39,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,87,2128804.54232
52692,2015-01-19,32,20.0,4.0,5.0,1.0,1961.0,1.0,5.0,3.0,16,6478720.0
19746,2014-12-04,47,30.0,2.0,12.0,1.0,1979.0,2.0,6.0,2.0,117,6527310.4
94195,2014-12-21,38,38.0,10.0,17.0,1.0,2015.0,1.0,10.0,1.0,72,3927724.0
70823,2014-10-08,86,83.0,6.0,1.0,1.0,2015.0,3.0,13.0,1.0,54,11118819.756
79302,2013-03-17,38,,8.0,,,,,,,105,3109234.9088
96202,2015-02-23,79,74.0,4.0,20.0,4.0,2014.0,3.0,1.0,1.0,48,6277717.712
18610,2013-11-16,40,26.0,6.0,9.0,2.0,1966.0,2.0,5.0,3.0,30,6073800.0
59722,2013-09-30,76,41.0,4.0,30.0,4.0,2010.0,2.0,13.0,1.0,145,10852325.7072
32662,2014-05-31,52,34.0,5.0,5.0,2.0,1959.0,3.0,5.0,3.0,140,7126592.0
66769,2014-03-07,45,24.0,1.0,5.0,2.0,1932.0,2.0,8.0,2.0,131,5587896.0
86198,2012-03-29,75,46.0,2.0,,,,,,,141,9475128.0
28352,2014-01-16,52,30.0,4.0,14.0,1.0,1985.0,2.0,8.0,3.0,11,5101992.0
82190,2013-03-23,32,18.0,9.0,,,,,,,83,3806248.0
40938,2014-01-19,57,33.0,12.0,22.0,1.0,1978.0,2.0,10.0,2.0,120,5425928.0
42965,2013-12-07,46,29.0,5.0,9.0,1.0,1971.0,2.0,5.0,3.0,135,4859040.0
15941,2014-04-08,65,,1.0,0.0,1.0,,2.0,0.0,,91,3207862.8928799997
59626,2014-11-01,32,21.0,3.0,9.0,5.0,1964.0,1.0,5.0,3.0,71,5478567.6
90976,2014-08-29,134,69.0,11.0,25.0,1.0,2009.0,4.0,14.0,3.0,39,21217808.0
66049,2014-04-09,44,30.0,3.0,5.0,1.0,1961.0,2.0,5.0,3.0,34,4940024.0
58872,2014-06-09,31,18.0,2.0,4.0,2.0,1961.0,1.0,6.0,,124,3725264.0
79528,2013-11-29,32,19.0,2.0,5.0,2.0,1968.0,1.0,5.0,2.0,95,3296048.8
58004,2011-12-02,36,16.0,17.0,,,,,,,39,5176312.63648
46340,2014-09-14,54,32.0,3.0,5.0,2.0,1958.0,2.0,6.0,,122,9718080.0
29796,2013-09-12,41,29.0,4.0,8.0,1.0,2005.0,2.0,4.0,3.0,81,5830848.0
51307,2015-01-23,74,,2.0,0.0,6.0,0.0,2.0,0.0,1.0,103,8077447.819519999
61423,2013-10-06,32,19.0,8.0,9.0,1.0,1976.0,1.0,6.0,3.0,37,4616088.0
46569,2014-06-08,38,19.0,11.0,14.0,1.0,2003.0,1.0,7.0,3.0,124,4980516.0
35033,2014-11-25,38,20.0,2.0,14.0,2.0,1985.0,1.0,8.0,2.0,11,4008708.0
55385,2015-07-22,53,,2.0,17.0,1.0,,2.0,1.0,1.0,96,2520118.42048
31156,2013-05-09,37,37.0,16.0,,,,,,,126,5386974.696
66223,2014-07-21,38,19.0,14.0,17.0,1.0,2002.0,1.0,7.0,3.0,67,5668880.0
68408,2014-03-22,81,49.0,4.0,12.0,1.0,2005.0,3.0,8.0,3.0,8,6721672.0
28889,2012-04-30,30,15.0,2.0,,,,,,,10,3644280.0
81844,2013-01-17,38,22.0,8.0,,,,,,,52,4859040.0
34272,2014-09-05,41,,8.0,1.0,1.0,,2.0,1.0,,48,3946674.256
64233,2014-08-02,44,28.0,6.0,9.0,1.0,1976.0,2.0,6.0,2.0,145,5895635.2
14203,2014-03-03,42,19.0,3.0,14.0,1.0,2007.0,1.0,8.0,3.0,70,1619680.0
46823,2014-09-30,35,20.0,4.0,12.0,1.0,1967.0,1.0,9.0,2.0,145,1619680.0
88217,2014-11-12,43,43.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,102,3365565.4656
13592,2013-01-21,59,,12.0,,,,,,,102,3577751.644
51989,2014-08-18,45,28.0,2.0,14.0,1.0,1972.0,2.0,6.0,2.0,36,5385436.0
51967,2014-02-13,72,48.0,8.0,9.0,2.0,1960.0,3.0,7.0,3.0,57,14577120.0
50605,2014-03-20,37,19.0,2.0,17.0,1.0,1990.0,1.0,7.0,2.0,27,4373136.0
83151,2012-07-28,56,31.0,6.0,,,,,,,123,7578482.72
97351,2015-02-05,60,38.0,9.0,9.0,1.0,1979.0,3.0,8.0,2.0,137,10123000.0
44945,2012-10-01,138,,,,,,,,,97,4554978.28344
16615,2015-05-24,38,19.0,5.0,22.0,1.0,1989.0,1.0,10.0,3.0,40,5749864.0
95536,2013-04-14,38,,3.0,,,,,,,102,2977498.236
69272,2013-04-08,38,23.0,8.0,,,,,,,39,5021008.0
57554,2014-12-21,55,1.0,5.0,18.0,1.0,1.0,5.0,1.0,1.0,70,7593737.676080001
99554,2013-10-24,67,43.0,16.0,16.0,5.0,1976.0,3.0,7.0,2.0,27,8422336.0
80044,2014-10-13,93,,2.0,1.0,1.0,,3.0,1.0,1.0,65,10163429.64232
32764,2013-06-29,68,,2.0,,,,,,,102,4378553.8296
69914,2013-10-16,38,22.0,4.0,9.0,2.0,1972.0,2.0,5.0,2.0,129,4859040.0
79886,2012-06-14,52,30.0,7.0,,,,,,,6,8341352.0
64897,2014-12-17,102,102.0,24.0,25.0,1.0,,1.0,1.0,1.0,94,6362330.60504
36052,2013-07-24,61,,15.0,,,,,,,72,4548618.60992
28596,2013-01-15,76,45.0,10.0,,,,,,,137,9345553.6
93677,2013-03-19,30,17.0,6.0,,,,,,,75,4292152.0
53577,2013-04-08,45,45.0,14.0,,,,,,,102,3805033.24
52147,2014-04-13,51,,2.0,9.0,1.0,,1.0,1.0,,97,2920386.6995200003
72658,2015-05-08,41,21.0,11.0,14.0,1.0,1989.0,1.0,8.0,3.0,48,4130184.0
85294,2014-07-14,29,,8.0,12.0,6.0,,1.0,1.0,,87,1781191.2502400002
61491,2012-06-23,59,36.0,6.0,,,,,,,128,15791880.0
62002,2013-10-19,38,,18.0,1.0,1.0,,1.0,1.0,,126,5679569.887999999
27795,2014-10-22,69,48.0,2.0,4.0,2.0,1950.0,3.0,7.0,2.0,129,7369544.0
33329,2013-12-22,53,30.0,4.0,4.0,1.0,2014.0,2.0,8.0,1.0,87,2626179.11608
37870,2014-12-28,37,19.0,4.0,17.0,1.0,1976.0,1.0,9.0,3.0,129,5668880.0
79491,2014-08-25,60,,10.0,17.0,1.0,,2.0,1.0,1.0,129,5338465.28
42562,2012-09-20,51,34.0,8.0,,,,,,,129,5871340.0
57197,2011-11-10,26,1.0,6.0,,,,,,,131,3357596.64
57752,2011-10-09,43,21.0,7.0,,,,,,,5,5425928.0
50451,2014-07-07,36,20.0,3.0,12.0,1.0,1966.0,1.0,10.0,4.0,44,809840.0
66112,2012-10-31,42,28.0,1.0,,,,,,,106,5587896.0
44370,2015-01-19,59,,2.0,0.0,1.0,,2.0,0.0,,86,5301776.28864
37276,2012-07-15,32,15.0,1.0,,,,,,,117,3077392.0
13418,2011-11-08,39,18.0,8.0,,,,,,,67,7693480.0
91068,2014-10-30,53,33.0,5.0,5.0,5.0,1958.0,2.0,8.0,,113,6883640.0
68419,2013-04-23,79,,13.0,,,,,,,72,5226072.44544
72370,2013-10-28,37,22.0,8.0,9.0,5.0,1964.0,2.0,7.0,3.0,29,7531512.0
26484,2014-01-27,36,14.0,13.0,16.0,1.0,2007.0,1.0,9.0,3.0,118,5911832.0
49397,2013-05-20,38,19.0,9.0,,,,,,,20,5668880.0
77894,2013-04-12,75,45.0,9.0,,,,,,,62,7774464.0
27932,2015-01-09,48,30.0,7.0,9.0,1.0,1971.0,2.0,6.0,2.0,78,5263960.0
10488,2014-06-09,32,18.0,7.0,9.0,1.0,1976.0,1.0,6.0,3.0,137,5466420.0
41592,2014-05-07,76,44.0,7.0,12.0,1.0,1997.0,3.0,10.0,2.0,38,7814956.0
87885,2015-04-19,90,38.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,134,4348626.1924
66124,2013-12-11,62,43.0,2.0,8.0,2.0,1959.0,3.0,8.0,2.0,84,7288560.0
55804,2013-10-03,57,,18.0,,,,,,,65,6473293.262159999
11882,2014-03-10,79,,17.0,17.0,1.0,,3.0,1.0,,103,5744254.238320001
50624,2013-08-07,34,22.0,2.0,,,,,,,107,5263960.0
15350,2014-05-06,78,47.0,2.0,14.0,1.0,1996.0,3.0,7.0,2.0,60,8098400.0
99662,2014-10-29,45,29.0,5.0,9.0,1.0,1972.0,2.0,6.0,3.0,8,5992816.0
56311,2013-03-31,45,30.0,2.0,,,,,,,143,4940024.0
43168,2013-06-01,64,63.0,2.0,,,,,,,87,2878865.3928799997
19224,2015-06-21,68,,22.0,1.0,1.0,2015.0,2.0,1.0,1.0,127,12714326.032
16200,2014-04-16,29,,2.0,12.0,4.0,,1.0,1.0,1.0,87,1728825.3761599998
30685,2015-03-22,35,15.0,13.0,17.0,6.0,2006.0,1.0,9.0,2.0,132,2429520.0
56383,2014-04-23,44,27.0,5.0,5.0,2.0,1962.0,2.0,5.0,3.0,123,5506912.0
93814,2014-12-20,154,82.0,24.0,24.0,4.0,2004.0,4.0,25.0,3.0,68,24295200.0
81532,2015-02-27,79,,8.0,17.0,1.0,,3.0,1.0,1.0,103,7092019.120560001
97216,2012-10-19,5326,22.0,13.0,,,,,,,10,5562643.56912
90082,2012-10-14,64,43.0,1.0,,,,,,,129,7207576.0
22861,2013-08-20,52,28.0,1.0,14.0,2.0,1971.0,2.0,8.0,2.0,112,4697072.0
64648,2015-06-22,84,,11.0,17.0,1.0,,3.0,1.0,1.0,103,7141672.030640001
43808,2014-04-13,52,30.0,11.0,12.0,2.0,1976.0,2.0,9.0,3.0,9,6397736.0
31219,2014-07-20,38,19.0,7.0,14.0,2.0,2006.0,1.0,7.0,2.0,45,4656580.0
21546,2012-12-11,42,26.0,4.0,,,,,,,59,5385436.0
25758,2015-07-16,66,40.0,18.0,24.0,1.0,2016.0,2.0,10.0,1.0,65,8172222.58488
22012,2012-12-13,61,36.0,,,,,,,,14,971808.0
29198,2014-03-11,30,19.0,5.0,9.0,2.0,1971.0,1.0,5.0,2.0,68,4332644.0
41436,2014-05-01,44,28.0,4.0,9.0,1.0,1967.0,2.0,6.0,2.0,122,6924132.0
97046,2014-06-28,37,19.0,13.0,17.0,1.0,1994.0,1.0,7.0,2.0,38,4883335.2
18346,2013-03-29,54,32.0,2.0,,,,,,,124,4859040.0
21439,2013-12-26,57,42.0,7.0,9.0,4.0,1976.0,3.0,6.0,2.0,11,809840.0
26282,2014-09-08,51,,17.0,17.0,1.0,,2.0,1.0,1.0,129,4786073.416
81742,2014-07-27,40,40.0,19.0,20.0,1.0,2014.0,1.0,6.0,1.0,103,4032894.68144
19396,2014-11-03,75,49.0,2.0,5.0,2.0,1957.0,3.0,6.0,4.0,122,15791880.0
97408,2014-07-12,37,37.0,1.0,9.0,1.0,2014.0,1.0,8.0,1.0,96,1778081.4646400001
69978,2011-10-04,37,19.0,6.0,,,,,,,141,4128564.32
43908,2015-08-04,96,69.0,2.0,5.0,2.0,1958.0,4.0,9.0,2.0,2,12390552.0
73137,2014-07-18,40,40.0,12.0,12.0,4.0,2014.0,1.0,1.0,1.0,105,4110747.84
24338,2014-06-03,42,27.0,2.0,5.0,2.0,1962.0,2.0,5.0,3.0,56,5263960.0
99319,2014-07-15,59,37.0,5.0,9.0,1.0,1972.0,3.0,6.0,3.0,33,6276260.0
85890,2013-08-05,71,39.0,9.0,,,,,,,20,12269076.0
16242,2013-04-05,63,29.0,11.0,,,,,,,72,4581925.70944
69641,2012-09-23,51,,7.0,,,,,,,118,8439085.92072
34891,2013-08-04,64,64.0,6.0,,,,,,,102,4308739.14288
19121,2013-05-21,47,47.0,12.0,,,,,,,102,3145306.80208
24433,2014-12-11,30,17.0,2.0,5.0,1.0,1966.0,1.0,5.0,2.0,75,3790051.2
43034,2013-05-25,39,21.0,12.0,,,,,,,79,5506912.0
75883,2014-06-22,102,69.0,14.0,22.0,4.0,2009.0,3.0,8.0,4.0,119,25509960.0
15727,2013-12-31,46,,4.0,1.0,1.0,,1.0,1.0,1.0,72,3838643.21968
87557,2013-10-20,81,44.0,13.0,16.0,1.0,2002.0,3.0,10.0,3.0,38,8381844.0
47511,2014-10-26,42,42.0,8.0,12.0,1.0,2014.0,1.0,1.0,1.0,102,4471478.11056
28407,2014-02-28,45,45.0,11.0,1.0,1.0,2014.0,3.0,1.0,1.0,134,4772387.12
86205,2014-04-16,53,31.0,12.0,12.0,2.0,1975.0,2.0,7.0,,24,4859040.0
68647,2013-11-05,59,43.0,6.0,9.0,1.0,1977.0,3.0,6.0,3.0,37,6802656.0
67702,2012-11-15,57,43.0,9.0,,,,,,,28,6154784.0
73695,2014-07-01,51,31.0,9.0,12.0,1.0,1975.0,2.0,9.0,3.0,46,7288560.0
60060,2014-11-08,65,46.0,10.0,16.0,5.0,1985.0,3.0,7.0,2.0,133,9677588.0
11231,2014-01-08,45,27.0,4.0,12.0,1.0,1968.0,2.0,6.0,2.0,145,5992816.0
36216,2014-05-31,30,18.0,2.0,5.0,2.0,1965.0,1.0,5.0,2.0,56,4089692.0
10075,2013-08-09,43,21.0,11.0,,,,,,,9,2429520.0
34460,2015-05-13,36,19.0,2.0,5.0,2.0,,1.0,5.0,3.0,84,4211168.0
11886,2013-08-06,45,29.0,3.0,,,,,,,82,5992816.0
59364,2014-04-16,106,53.0,2.0,5.0,2.0,1900.0,3.0,14.0,,6,21865680.0
95318,2014-11-29,43,27.0,2.0,5.0,2.0,1965.0,2.0,5.0,2.0,121,7369544.0
51166,2014-02-18,36,14.0,4.0,12.0,1.0,2000.0,1.0,9.0,2.0,38,4656580.0
51357,2012-11-02,79,41.0,16.0,,,,,,,105,4948175.0396
89950,2015-03-09,37,23.0,2.0,9.0,2.0,1965.0,2.0,6.0,2.0,141,809840.0
63976,2014-11-21,83,,3.0,1.0,1.0,,3.0,1.0,,48,7151292.12
94677,2015-06-17,32,19.0,5.0,9.0,1.0,1969.0,1.0,6.0,3.0,83,4535104.0
61398,2014-12-30,36,18.0,10.0,16.0,1.0,1983.0,1.0,9.0,2.0,73,6073800.0
36859,2014-05-13,75,72.0,10.0,17.0,1.0,2014.0,3.0,1.0,1.0,72,5495574.24
27828,2013-08-01,44,19.0,21.0,,,,,,,45,4697072.0
34255,2014-07-16,31,21.0,1.0,9.0,1.0,1963.0,1.0,5.0,1.0,16,4211168.0
24225,2015-03-25,64,64.0,7.0,17.0,1.0,0.0,2.0,1.0,1.0,103,5878711.9735199995
26910,2014-10-10,50,30.0,3.0,17.0,1.0,2012.0,3.0,9.0,2.0,145,3726316.792
16955,2013-10-27,50,,13.0,13.0,4.0,,1.0,1.0,,102,3550986.432
30088,2013-08-26,40,,13.0,,,,,,,72,3613506.08
78348,2014-02-22,53,30.0,7.0,14.0,1.0,1995.0,2.0,8.0,2.0,83,6640688.0
77697,2011-11-11,34,19.0,10.0,,,,,,,78,4373136.0
85074,2014-02-17,59,36.0,4.0,5.0,2.0,1960.0,2.0,7.0,2.0,131,8098400.0
96981,2014-11-06,47,17.0,25.0,25.0,1.0,2012.0,1.0,10.0,3.0,103,3502776.6568
41401,2015-02-21,38,38.0,11.0,17.0,1.0,2016.0,1.0,10.0,1.0,86,3052422.20328
61164,2011-12-11,38,23.0,4.0,,,,,,,107,6073800.0
45788,2014-09-17,32,19.0,2.0,6.0,2.0,1960.0,1.0,6.0,3.0,53,5263960.0
68118,2012-08-18,74,44.0,14.0,,,,,,,58,10770872.0
66719,2015-04-29,102,86.0,25.0,39.0,1.0,2009.0,2.0,6.0,4.0,134,5414542.45944
18744,2013-04-20,68,68.0,10.0,,,,,,,102,4378553.8296
88799,2014-03-20,75,44.0,14.0,16.0,1.0,1976.0,3.0,10.0,,37,9961032.0
97206,2014-04-16,35,14.0,9.0,9.0,1.0,1974.0,1.0,10.0,3.0,79,1619680.0
65019,2014-04-24,31,16.0,5.0,5.0,2.0,1961.0,1.0,5.0,3.0,110,3968216.0
43271,2013-03-06,39,22.0,6.0,,,,,,,140,4980516.0
24960,2015-02-25,48,30.0,10.0,12.0,1.0,1978.0,2.0,7.0,3.0,132,4818548.0
19501,2013-07-24,40,18.0,25.0,,,,,,,13,5101992.0
80039,2014-11-05,54,32.0,10.0,12.0,1.0,1995.0,2.0,9.0,3.0,60,6235768.0
89098,2015-01-19,39,11.0,1.0,15.0,1.0,2010.0,1.0,14.0,3.0,102,2303610.126
49131,2015-01-14,93,,3.0,3.0,1.0,2014.0,3.0,1.0,1.0,102,6525404.846480001
79732,2013-04-25,29,17.0,7.0,,,,,,,28,4454120.0
82341,2014-07-25,47,29.0,8.0,9.0,2.0,1967.0,2.0,5.0,2.0,21,5506912.0
88922,2015-07-05,64,42.0,7.0,9.0,2.0,1973.0,3.0,7.0,2.0,140,9677588.0
21919,2013-02-09,31,16.0,8.0,,,,,,,30,5425928.0
20307,2014-09-12,62,58.0,22.0,25.0,6.0,2015.0,2.0,10.0,1.0,65,8401360.33416
76910,2014-01-29,59,,12.0,17.0,1.0,,2.0,1.0,,103,5789288.63088
63488,2014-01-24,32,18.0,1.0,9.0,1.0,1973.0,1.0,6.0,,11,3401328.0
59057,2013-07-23,42,19.0,2.0,,,,,,,38,4535104.0
24716,2014-09-07,47,30.0,7.0,12.0,1.0,1977.0,2.0,6.0,2.0,144,6235768.0
80777,2014-02-24,70,,14.0,17.0,1.0,,2.0,1.0,1.0,72,5293943.51616
50148,2014-08-20,43,,3.0,1.0,1.0,,1.0,1.0,1.0,102,3364755.6256
46284,2015-01-20,60,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72,5442124.8
74175,2015-02-08,65,,3.0,3.0,2.0,,2.0,1.0,1.0,143,4593736.416
97860,2014-04-14,103,1.0,32.0,37.0,1.0,2014.0,2.0,1.0,1.0,111,15553351.34608
15760,2014-03-19,57,,9.0,12.0,1.0,,2.0,0.0,,86,3842361.19512
10601,2013-02-26,61,0.0,6.0,,,,,,,72,4389153.01552
74332,2013-07-29,44,29.0,4.0,,,,,,,110,1619680.0
56160,2014-11-02,58,38.0,6.0,9.0,1.0,1971.0,3.0,5.0,2.0,119,8179384.0
89890,2014-12-30,61,33.0,5.0,7.0,2.0,1938.0,2.0,10.0,3.0,63,14334168.0
75597,2012-02-28,52,30.0,3.0,,,,,,,144,801741.6
79552,2014-03-06,79,,17.0,25.0,4.0,2014.0,2.0,10.0,1.0,126,12520531.32
85978,2014-04-02,37,,3.0,17.0,1.0,,1.0,1.0,,103,3475642.15776
